invoice_no;invoice_date;customer_id;gender;age;category;quantity;selling_price_per_unit;cost_price_per_unit;payment_method;region;state;shopping_mall
I296125;11/01/2016 06:53;C140007;Female;22;Books;1;15.15;10.605;Cash;West;California;Viaport Outlet
I238766;11/01/2016 06:53;C171417;Female;56;Clothing;4;1200.32;1140.304;Debit Card;West;California;Metropol AVM
I391616;11/01/2016 06:54;C308443;Male;60;Clothing;4;1200.32;1140.304;Debit Card;West;California;Metrocity
I254698;11/01/2016 06:54;C186733;Female;67;Cosmetics;5;203.3;162.64;Cash;Central;Texas;Istinye Park
I107179;11/01/2016 06:54;C199071;Female;36;Technology;1;1050;945;Cash;Central;Texas;Mall of Istanbul
I309590;11/01/2016 06:54;C141226;Female;45;Food & Beverage;2;10.46;7.322;Cash;Central;Texas;Mall of Istanbul
I173428;11/01/2016 06:55;C184153;Female;46;Clothing;2;600.16;450.12;Credit Card;Central;Texas;Mall of Istanbul
I208831;11/01/2016 06:55;C625299;Female;23;Cosmetics;4;162.64;130.112;Debit Card;East;Pennsylvania;Metrocity
I224400;11/01/2016 06:55;C307930;Female;52;Food & Beverage;4;20.92;15.69;Cash;West;California;Mall of Istanbul
I334423;11/01/2016 06:55;C267792;Male;53;Toys;1;35.84;25.088;Debit Card;West;California;Mall of Istanbul
I157561;11/01/2016 06:55;C177131;Female;56;Souvenir;2;23.46;16.422;Credit Card;West;California;Mall of Istanbul
I266546;11/01/2016 06:56;C314251;Male;40;Clothing;4;1200.32;1140.304;Debit Card;South;Virginia;Zorlu Center
I330885;11/01/2016 06:56;C438717;Female;45;Clothing;3;900.24;675.18;Debit Card;South;Virginia;Kanyon
I111376;11/01/2016 06:56;C125396;Male;59;Food & Beverage;1;5.23;3.661;Debit Card;South;Virginia;Istinye Park
I322496;11/01/2016 06:56;C253034;Male;43;Clothing;3;900.24;675.18;Credit Card;South;Virginia;Kanyon
I482264;11/01/2016 06:57;C126949;Female;33;Toys;5;179.2;143.36;Cash;South;North Carolina;Mall of Istanbul
I313525;11/01/2016 06:57;C253893;Female;50;Shoes;1;600.17;450.1275;Cash;South;North Carolina;Metropol AVM
I200025;11/01/2016 06:57;C158741;Male;68;Food & Beverage;2;10.46;7.322;Credit Card;Central;Texas;Mall of Istanbul
I206241;11/01/2016 06:57;C236751;Male;31;Cosmetics;1;40.66;28.462;Debit Card;Central;Texas;Metropol AVM
I157383;11/01/2016 06:58;C278285;Female;21;Shoes;4;2400.68;2280.646;Cash;Central;Illinois;Istinye Park
I282523;11/01/2016 06:58;C275406;Male;25;Technology;3;3150;2677.5;Cash;Central;Illinois;Metrocity
I542607;11/01/2016 06:58;C291560;Female;61;Clothing;4;1200.32;1140.304;Debit Card;East;Delaware;Zorlu Center
I121078;11/01/2016 06:58;C267219;Female;28;Clothing;1;300.08;225.06;Credit Card;East;Delaware;Kanyon
I173071;11/01/2016 06:59;C201689;Female;21;Cosmetics;2;81.32;56.924;Cash;East;Delaware;Metropol AVM
I244214;11/01/2016 06:59;C117090;Male;46;Souvenir;1;11.73;8.211;Credit Card;East;Delaware;Mall of Istanbul
I290183;11/01/2016 06:59;C794092;Female;64;Food & Beverage;5;26.15;19.6125;Cash;West;California;Viaport Outlet
I681680;11/01/2016 06:59;C143709;Female;61;Clothing;4;1200.32;1140.304;Debit Card;West;California;Metrocity
I678347;11/01/2016 06:59;C789224;Male;45;Souvenir;3;35.19;24.633;Credit Card;East;New York;Metropol AVM
I102102;11/01/2016 07:00;C628484;Male;66;Shoes;2;1200.34;1080.306;Credit Card;East;New York;Istinye Park
I129689;11/01/2016 07:00;C160487;Male;54;Food & Beverage;3;15.69;10.983;Debit Card;East;Massachusetts;Mall of Istanbul
I276621;11/01/2016 07:00;C390530;Male;56;Cosmetics;3;121.98;91.485;Credit Card;East;Massachusetts;Mall of Istanbul
I248243;11/01/2016 07:00;C304379;Female;43;Toys;3;107.52;80.64;Cash;Central;Iowa;Mall of Istanbul
I806668;11/01/2016 07:01;C266244;Male;61;Toys;5;179.2;143.36;Cash;Central;Iowa;Istinye Park
I272400;11/01/2016 07:01;C100045;Male;48;Food & Beverage;1;5.23;3.661;Cash;Central;Iowa;Istinye Park
I292683;11/01/2016 07:01;C256608;Female;35;Technology;1;1050;945;Credit Card;Central;Iowa;Zorlu Center
I198725;11/01/2016 07:01;C132148;Male;49;Food & Beverage;2;10.46;7.322;Cash;Central;Iowa;Kanyon
I321141;11/01/2016 07:02;C575711;Female;34;Souvenir;3;35.19;24.633;Credit Card;Central;Iowa;Kanyon
I190000;11/01/2016 07:02;C303714;Female;27;Clothing;2;600.16;450.12;Cash;Central;Iowa;Mall of Istanbul
I105210;11/01/2016 07:02;C140865;Female;64;Food & Beverage;2;10.46;7.322;Credit Card;East;New York;Metrocity
I207907;11/01/2016 07:02;C225439;Male;35;Food & Beverage;3;15.69;10.983;Cash;Central;Iowa;Zorlu Center
I263565;11/01/2016 07:02;C159524;Male;37;Cosmetics;1;40.66;28.462;Cash;Central;Iowa;Viaport Outlet
I280876;11/01/2016 07:03;C233673;Male;28;Toys;1;35.84;25.088;Credit Card;Central;Texas;Viaport Outlet
I510318;11/01/2016 07:03;C256378;Female;49;Clothing;1;300.08;225.06;Cash;Central;Iowa;Metrocity
I214404;11/01/2016 07:03;C190047;Male;52;Cosmetics;1;40.66;28.462;Credit Card;East;New York;Mall of Istanbul
I289992;11/01/2016 07:03;C201275;Female;68;Cosmetics;3;121.98;91.485;Cash;East;New York;Mall of Istanbul
I339372;11/01/2016 07:04;C135804;Male;66;Cosmetics;4;162.64;130.112;Debit Card;East;New York;Zorlu Center
I258727;11/01/2016 07:04;C671499;Male;60;Toys;3;107.52;80.64;Credit Card;West;California;Metropol AVM
I649687;11/01/2016 07:04;C103508;Female;34;Technology;3;3150;2677.5;Credit Card;Central;Texas;Viaport Outlet
I182173;11/01/2016 07:04;C227693;Male;28;Books;1;15.15;10.605;Debit Card;Central;Texas;Mall of Istanbul
I240363;11/01/2016 07:05;C108677;Female;20;Shoes;4;2400.68;2280.646;Credit Card;West;Washington;Viaport Outlet
I207804;11/01/2016 07:05;C132142;Male;46;Clothing;4;1200.32;1140.304;Debit Card;East;Pennsylvania;Metropol AVM
I328397;11/01/2016 07:05;C795970;Female;54;Food & Beverage;4;20.92;15.69;Debit Card;East;Pennsylvania;Mall of Istanbul
I782764;11/01/2016 07:05;C100795;Female;44;Books;4;60.6;45.45;Credit Card;East;Pennsylvania;Mall of Istanbul
I302256;11/01/2016 07:06;C203127;Male;62;Cosmetics;1;40.66;28.462;Debit Card;West;California;Kanyon
I401621;11/01/2016 07:06;C332409;Female;50;Toys;4;143.36;114.688;Credit Card;West;California;Zorlu Center
I252356;11/01/2016 07:06;C300115;Male;66;Shoes;4;2400.68;2280.646;Cash;West;California;Kanyon
I275460;11/01/2016 07:06;C907331;Female;22;Clothing;1;300.08;225.06;Cash;Central;Iowa;Istinye Park
I183165;11/01/2016 07:06;C153882;Male;59;Clothing;4;1200.32;1140.304;Cash;Central;Illinois;Metrocity
I305015;11/01/2016 07:07;C333283;Female;58;Cosmetics;2;81.32;56.924;Credit Card;Central;Illinois;Mall of Istanbul
I317905;11/01/2016 07:07;C604957;Male;27;Toys;1;35.84;25.088;Credit Card;South;Virginia;Istinye Park
I268228;11/01/2016 07:07;C473883;Female;51;Food & Beverage;2;10.46;7.322;Credit Card;East;Ohio;Metrocity
I203492;11/01/2016 07:07;C369648;Female;22;Books;2;30.3;21.21;Cash;East;Ohio;Metrocity
I260992;11/01/2016 07:08;C190312;Male;62;Books;5;75.75;56.8125;Credit Card;West;California;Metrocity
I236398;11/01/2016 07:08;C241706;Female;25;Shoes;5;3000.85;2700.765;Cash;West;Washington;Mall of Istanbul
I652573;11/01/2016 07:08;C279906;Female;58;Food & Beverage;3;15.69;10.983;Debit Card;West;Washington;Kanyon
I225752;11/01/2016 07:08;C193565;Female;49;Clothing;1;300.08;225.06;Credit Card;West;California;Mall of Istanbul
I517104;11/01/2016 07:09;C300214;Male;64;Clothing;3;900.24;675.18;Credit Card;Central;Illinois;Metropol AVM
I203671;11/01/2016 07:09;C199162;Female;67;Clothing;5;1500.4;1425.38;Cash;Central;Illinois;Viaport Outlet
I154637;11/01/2016 07:09;C283094;Female;40;Toys;1;35.84;25.088;Credit Card;Central;Illinois;Istinye Park
I132792;11/01/2016 07:09;C275940;Female;63;Toys;5;179.2;143.36;Cash;Central;Illinois;Metrocity
I129054;11/01/2016 07:09;C151892;Female;38;Food & Beverage;2;10.46;7.322;Credit Card;Central;Illinois;Viaport Outlet
I109046;11/01/2016 07:10;C214458;Female;43;Food & Beverage;4;20.92;15.69;Cash;Central;Illinois;Metrocity
I159332;11/01/2016 07:10;C290823;Male;43;Technology;1;1050;945;Credit Card;West;Oregon;Metrocity
I296205;11/01/2016 07:10;C265594;Female;45;Food & Beverage;4;20.92;15.69;Credit Card;West;Oregon;Mall of Istanbul
I634344;11/01/2016 07:10;C562082;Female;43;Cosmetics;4;162.64;130.112;Credit Card;West;Oregon;Kanyon
I777144;11/01/2016 07:11;C938343;Female;56;Food & Beverage;1;5.23;3.661;Credit Card;South;North Carolina;Viaport Outlet
I273579;11/01/2016 07:11;C110216;Female;69;Toys;3;107.52;80.64;Cash;South;Georgia;Mall of Istanbul
I525955;11/01/2016 07:11;C319896;Female;42;Clothing;5;1500.4;1425.38;Credit Card;East;Ohio;Metrocity
I411536;11/01/2016 07:11;C445111;Male;26;Clothing;1;300.08;225.06;Debit Card;Central;Iowa;Mall of Istanbul
I249999;11/01/2016 07:12;C159712;Female;30;Toys;3;107.52;80.64;Debit Card;Central;Iowa;Istinye Park
I821222;11/01/2016 07:12;C818936;Female;32;Food & Beverage;5;26.15;19.6125;Credit Card;South;North Carolina;Istinye Park
I226397;11/01/2016 07:12;C314509;Female;46;Clothing;4;1200.32;1140.304;Cash;Central;Texas;Metrocity
I174016;11/01/2016 07:12;C181137;Female;57;Food & Beverage;3;15.69;10.983;Credit Card;Central;Texas;Istinye Park
I269072;11/01/2016 07:13;C279157;Male;38;Food & Beverage;3;15.69;10.983;Cash;East;Delaware;Metrocity
I116905;11/01/2016 07:13;C317070;Female;46;Books;3;45.45;31.815;Cash;South;Georgia;Istinye Park
I338763;11/01/2016 07:13;C959503;Female;29;Food & Beverage;5;26.15;19.6125;Credit Card;South;North Carolina;Viaport Outlet
I143082;11/01/2016 07:13;C252015;Female;42;Food & Beverage;3;15.69;10.983;Debit Card;South;North Carolina;Metrocity
I146567;11/01/2016 07:13;C283588;Female;25;Cosmetics;2;81.32;56.924;Cash;South;North Carolina;Mall of Istanbul
I228417;11/01/2016 07:14;C155663;Female;55;Cosmetics;5;203.3;162.64;Credit Card;South;North Carolina;Mall of Istanbul
I227555;11/01/2016 07:14;C257130;Male;26;Shoes;1;600.17;450.1275;Debit Card;South;Kentucky;Mall of Istanbul
I305137;11/01/2016 07:14;C241064;Male;58;Food & Beverage;2;10.46;7.322;Debit Card;Central;Texas;Zorlu Center
I180006;11/01/2016 07:14;C578834;Female;42;Toys;5;179.2;143.36;Cash;Central;Texas;Kanyon
I318005;11/01/2016 07:15;C290270;Female;30;Souvenir;3;35.19;24.633;Cash;West;Washington;Metropol AVM
I133047;11/01/2016 07:15;C265212;Female;35;Cosmetics;5;203.3;162.64;Debit Card;East;Delaware;Kanyon
I138117;11/01/2016 07:15;C112863;Female;40;Toys;1;35.84;25.088;Credit Card;East;Delaware;Viaport Outlet
I164129;11/01/2016 07:15;C187003;Male;36;Clothing;2;600.16;450.12;Debit Card;West;California;Kanyon
I687959;11/01/2016 07:16;C201180;Female;43;Clothing;5;1500.4;1425.38;Cash;West;California;Kanyon
I123207;11/01/2016 07:16;C226089;Female;53;Toys;2;71.68;50.176;Cash;Central;Indiana;Kanyon
I149756;11/01/2016 07:16;C206174;Female;59;Shoes;5;3000.85;2700.765;Credit Card;Central;Indiana;Kanyon
I193932;11/01/2016 07:16;C151982;Female;27;Clothing;5;1500.4;1425.38;Debit Card;Central;Indiana;Kanyon
I236088;11/01/2016 07:16;C409967;Female;30;Food & Beverage;3;15.69;10.983;Credit Card;Central;Indiana;Viaport Outlet
I729724;11/01/2016 07:17;C250427;Female;29;Clothing;5;1500.4;1425.38;Cash;Central;Indiana;Metrocity
I322537;11/01/2016 07:17;C218982;Male;36;Clothing;2;600.16;450.12;Cash;Central;Indiana;Viaport Outlet
I311373;11/01/2016 07:17;C629043;Male;44;Food & Beverage;5;26.15;19.6125;Debit Card;West;California;Kanyon
I210179;11/01/2016 07:17;C977455;Male;65;Cosmetics;2;81.32;56.924;Credit Card;Central;Texas;Mall of Istanbul
I430711;11/01/2016 07:18;C178702;Male;43;Clothing;3;900.24;675.18;Cash;Central;Texas;Metrocity
I187049;11/01/2016 07:18;C594446;Female;28;Shoes;5;3000.85;2700.765;Cash;East;Delaware;Istinye Park
I264070;11/01/2016 07:18;C335602;Male;28;Souvenir;2;23.46;16.422;Debit Card;East;Delaware;Kanyon
I318021;11/01/2016 07:18;C317614;Female;67;Food & Beverage;5;26.15;19.6125;Credit Card;East;New York;Mall of Istanbul
I257091;11/01/2016 07:19;C141521;Female;55;Books;2;30.3;21.21;Cash;East;New York;Viaport Outlet
I213968;11/01/2016 07:19;C209551;Female;43;Shoes;1;600.17;450.1275;Cash;Central;Texas;Metrocity
I129976;11/01/2016 07:19;C234746;Female;18;Clothing;1;300.08;225.06;Cash;West;Colorado;Istinye Park
I178217;11/01/2016 07:19;C121356;Female;51;Clothing;3;900.24;675.18;Cash;West;Colorado;Kanyon
I218396;11/01/2016 07:20;C263222;Female;18;Food & Beverage;2;10.46;7.322;Credit Card;East;Ohio;Viaport Outlet
I172991;11/01/2016 07:20;C224897;Male;62;Clothing;5;1500.4;1425.38;Credit Card;West;Idaho;Metropol AVM
I102059;11/01/2016 07:20;C297169;Female;45;Souvenir;3;35.19;24.633;Cash;East;Pennsylvania;Istinye Park
I152486;11/01/2016 07:20;C331261;Female;27;Clothing;3;900.24;675.18;Debit Card;East;Pennsylvania;Metropol AVM
I202789;11/01/2016 07:20;C300694;Male;37;Clothing;3;900.24;675.18;Credit Card;West;Washington;Viaport Outlet
I799489;11/01/2016 07:21;C201937;Male;46;Technology;1;1050;945;Credit Card;West;California;Zorlu Center
I850670;11/01/2016 07:21;C129792;Male;27;Clothing;3;900.24;675.18;Cash;West;California;Mall of Istanbul
I521173;11/01/2016 07:21;C204151;Female;44;Clothing;4;1200.32;1140.304;Credit Card;West;California;Mall of Istanbul
I305334;11/01/2016 07:21;C167004;Female;50;Toys;3;107.52;80.64;Credit Card;West;Washington;Metrocity
I147741;11/01/2016 07:22;C302553;Male;53;Toys;5;179.2;143.36;Cash;East;Ohio;Metropol AVM
I673547;11/01/2016 07:22;C177516;Female;69;Souvenir;2;23.46;16.422;Cash;East;New York;Metrocity
I503645;11/01/2016 07:22;C326719;Female;21;Clothing;2;600.16;450.12;Credit Card;Central;Texas;Istinye Park
I843433;11/01/2016 07:22;C221268;Female;55;Clothing;1;300.08;225.06;Credit Card;West;California;Kanyon
I135534;11/01/2016 07:23;C320851;Male;60;Cosmetics;3;121.98;91.485;Cash;West;California;Mall of Istanbul
I149369;11/01/2016 07:23;C339115;Male;66;Technology;1;1050;945;Credit Card;South;Florida;Mall of Istanbul
I644381;11/01/2016 07:23;C109515;Female;37;Toys;2;71.68;50.176;Cash;East;New York;Metrocity
I619799;11/01/2016 07:23;C301812;Male;23;Clothing;1;300.08;225.06;Debit Card;East;New York;Kanyon
I215970;11/01/2016 07:23;C798976;Male;27;Clothing;3;900.24;675.18;Credit Card;East;New York;Metropol AVM
I237222;11/01/2016 07:24;C233486;Male;34;Souvenir;4;46.92;35.19;Cash;East;Pennsylvania;Kanyon
I305854;11/01/2016 07:24;C284487;Male;25;Food & Beverage;1;5.23;3.661;Cash;Central;Texas;Metrocity
I118780;11/01/2016 07:24;C100725;Female;55;Clothing;1;300.08;225.06;Cash;West;California;Metrocity
I280444;11/01/2016 07:24;C149756;Female;24;Toys;3;107.52;80.64;Cash;South;Florida;Mall of Istanbul
I157560;11/01/2016 07:25;C756435;Female;65;Clothing;2;600.16;450.12;Cash;South;Florida;Zorlu Center
I959826;11/01/2016 07:25;C245050;Female;43;Souvenir;2;23.46;16.422;Cash;East;Ohio;Kanyon
I211960;11/01/2016 07:25;C117662;Male;67;Clothing;5;1500.4;1425.38;Cash;East;Ohio;Metropol AVM
I324797;11/01/2016 07:25;C215053;Male;42;Technology;1;1050;945;Debit Card;West;California;Mall of Istanbul
I272819;11/01/2016 07:26;C137155;Female;55;Technology;3;3150;2677.5;Credit Card;West;California;Istinye Park
I403775;11/01/2016 07:26;C148489;Female;60;Cosmetics;2;81.32;56.924;Credit Card;South;Florida;Zorlu Center
I310485;11/01/2016 07:26;C265388;Female;28;Food & Beverage;4;20.92;15.69;Credit Card;West;Oregon;Metrocity
I314191;11/01/2016 07:26;C241267;Male;66;Shoes;2;1200.34;1080.306;Debit Card;South;Virginia;Kanyon
I842174;11/01/2016 07:27;C218478;Female;45;Food & Beverage;2;10.46;7.322;Credit Card;West;Idaho;Istinye Park
I292170;11/01/2016 07:27;C995701;Female;44;Clothing;2;600.16;450.12;Cash;Central;Iowa;Metropol AVM
I180308;11/01/2016 07:27;C206027;Female;55;Cosmetics;5;203.3;162.64;Cash;South;Florida;Istinye Park
I332633;11/01/2016 07:27;C936385;Female;66;Food & Beverage;4;20.92;15.69;Credit Card;South;Florida;Metrocity
I276659;11/01/2016 07:27;C226292;Female;45;Clothing;5;1500.4;1425.38;Cash;South;Florida;Metrocity
I111146;11/01/2016 07:28;C229656;Male;30;Souvenir;1;11.73;8.211;Cash;South;Alabama;Istinye Park
I468125;11/01/2016 07:28;C853541;Female;28;Cosmetics;1;40.66;28.462;Cash;Central;Michigan;Zorlu Center
I234747;11/01/2016 07:28;C191675;Female;37;Clothing;2;600.16;450.12;Debit Card;West;Oregon;Kanyon
I291828;11/01/2016 07:28;C148154;Female;22;Toys;4;143.36;114.688;Cash;West;Oregon;Kanyon
I216859;11/01/2016 07:29;C272069;Male;24;Cosmetics;3;121.98;91.485;Debit Card;West;Oregon;Kanyon
I195410;11/01/2016 07:29;C295930;Male;48;Food & Beverage;1;5.23;3.661;Cash;Central;Indiana;Mall of Istanbul
I506260;11/01/2016 07:29;C268507;Female;20;Clothing;5;1500.4;1425.38;Credit Card;South;Florida;Metrocity
I316918;11/01/2016 07:29;C336550;Male;51;Food & Beverage;1;5.23;3.661;Credit Card;South;Florida;Kanyon
I939342;11/01/2016 07:30;C225658;Male;46;Shoes;4;2400.68;2280.646;Cash;West;California;Kanyon
I269412;11/01/2016 07:30;C632231;Male;63;Books;2;30.3;21.21;Credit Card;East;New York;Metrocity
I141815;11/01/2016 07:30;C862769;Female;34;Food & Beverage;3;15.69;10.983;Cash;West;California;Viaport Outlet
I523356;11/01/2016 07:30;C102777;Female;44;Clothing;2;600.16;450.12;Cash;Central;Texas;Metropol AVM
I179053;11/01/2016 07:30;C329576;Male;68;Clothing;4;1200.32;1140.304;Cash;Central;Texas;Zorlu Center
I298132;11/01/2016 07:31;C456973;Male;60;Clothing;3;900.24;675.18;Cash;South;Georgia;Kanyon
I320388;11/01/2016 07:31;C191015;Female;18;Cosmetics;1;40.66;28.462;Credit Card;South;Florida;Viaport Outlet
I106705;11/01/2016 07:31;C303728;Male;69;Clothing;5;1500.4;1425.38;Credit Card;South;Florida;Kanyon
I882618;11/01/2016 07:31;C839973;Female;31;Clothing;1;300.08;225.06;Cash;South;Florida;Metropol AVM
I271895;11/01/2016 07:32;C283714;Female;64;Shoes;1;600.17;450.1275;Credit Card;East;Massachusetts;Istinye Park
I505253;11/01/2016 07:32;C175723;Female;38;Books;3;45.45;31.815;Debit Card;Central;Michigan;Mall of Istanbul
I197035;11/01/2016 07:32;C180098;Female;54;Clothing;5;1500.4;1425.38;Cash;East;New York;Metropol AVM
I169376;11/01/2016 07:32;C139985;Male;37;Food & Beverage;1;5.23;3.661;Credit Card;East;New York;Zorlu Center
I180586;11/01/2016 07:33;C293418;Female;49;Technology;2;2100;1890;Credit Card;East;Pennsylvania;Mall of Istanbul
I133977;11/01/2016 07:33;C325244;Male;65;Shoes;1;600.17;450.1275;Debit Card;Central;Texas;Zorlu Center
I289788;11/01/2016 07:33;C132454;Male;33;Cosmetics;2;81.32;56.924;Cash;Central;Texas;Kanyon
I832266;11/01/2016 07:33;C329856;Female;22;Toys;4;143.36;114.688;Debit Card;West;California;Metropol AVM
I303829;11/01/2016 07:34;C245631;Female;53;Cosmetics;5;203.3;162.64;Cash;West;California;Istinye Park
I282604;11/01/2016 07:34;C724162;Female;54;Clothing;1;300.08;225.06;Cash;West;California;Viaport Outlet
I607378;11/01/2016 07:34;C791296;Female;53;Shoes;5;3000.85;2700.765;Cash;West;Colorado;Kanyon
I124099;11/01/2016 07:34;C539982;Male;40;Food & Beverage;2;10.46;7.322;Cash;West;Washington;Metropol AVM
I147485;11/01/2016 07:34;C289104;Female;32;Cosmetics;5;203.3;162.64;Credit Card;West;Washington;Kanyon
I270025;11/01/2016 07:35;C319149;Female;63;Cosmetics;3;121.98;91.485;Credit Card;West;Washington;Zorlu Center
I271396;11/01/2016 07:35;C989861;Female;30;Shoes;1;600.17;450.1275;Debit Card;West;Arizona;Viaport Outlet
I147753;11/01/2016 07:35;C116550;Female;29;Shoes;3;1800.51;1620.459;Credit Card;South;Alabama;Istinye Park
I203774;11/01/2016 07:35;C339921;Male;49;Technology;2;2100;1890;Debit Card;South;Alabama;Viaport Outlet
I271488;11/01/2016 07:36;C604362;Female;46;Clothing;2;600.16;450.12;Cash;West;California;Istinye Park
I122200;11/01/2016 07:36;C208904;Male;20;Souvenir;4;46.92;35.19;Cash;West;California;Viaport Outlet
I850927;11/01/2016 07:36;C315808;Female;57;Books;2;30.3;21.21;Cash;West;California;Metropol AVM
I302380;11/01/2016 07:36;C448238;Female;22;Toys;1;35.84;25.088;Cash;West;Colorado;Istinye Park
I257910;11/01/2016 07:37;C522224;Female;18;Cosmetics;4;162.64;130.112;Debit Card;West;Colorado;Mall of Istanbul
I177657;11/01/2016 07:37;C419584;Female;37;Clothing;3;900.24;675.18;Cash;West;Colorado;Mall of Istanbul
I306748;11/01/2016 07:37;C107037;Female;27;Cosmetics;4;162.64;130.112;Credit Card;West;Colorado;Kanyon
I281788;11/01/2016 07:37;C331546;Male;33;Clothing;2;600.16;450.12;Cash;Central;Illinois;Metropol AVM
I180847;11/01/2016 07:37;C346965;Male;65;Clothing;3;900.24;675.18;Cash;Central;Illinois;Istinye Park
I254342;11/01/2016 07:38;C314893;Female;24;Cosmetics;3;121.98;91.485;Cash;Central;Illinois;Istinye Park
I332035;11/01/2016 07:38;C174172;Male;42;Clothing;5;1500.4;1425.38;Cash;Central;Texas;Metropol AVM
I131482;11/01/2016 07:38;C325283;Female;31;Clothing;3;900.24;675.18;Credit Card;Central;Texas;Zorlu Center
I297065;11/01/2016 07:38;C251710;Female;45;Food & Beverage;3;15.69;10.983;Credit Card;East;New York;Istinye Park
